claim_id,days_to_claim,amount,incident_type,is_fraud
CLM-1682,89,27651,Vattenskada,0
CLM-1683,144,18608,Bilolycka,0
CLM-1684,197,26912,Glasskada,0
CLM-1685,225,25514,Inbrott,0
CLM-1686,0,1116,Inbrott,1
CLM-1687,129,9528,Inbrott,0
CLM-1688,325,2963,Inbrott,0
CLM-1689,122,13229,bilolycka,0
CLM-1690,99,4409,Inbrott,0
CLM-1691,103,19166,Vattenskada,0
CLM-1692,60,21810,Vattenskada,0
CLM-1693,71,10463,Inbrott,0
CLM-1694,0,23315,Bilolycka,0
CLM-1695,140,9337,Bilolycka,0
CLM-1696,307,15302,Glasskada,0
CLM-1697,211,16901,Glasskada,0
CLM-1698,154,7697,Vattenskada,0
CLM-1699,280,32186,Bilolycka,0
CLM-1700,224,19672,Bilolycka,0
CLM-1701,233,15266,Vattenskada,0
CLM-1702,68,500,Inbrott,0
CLM-1703,56,14135,Glasskada,0
CLM-1704,19,6796,Glasskada,0
CLM-1705,70,18759,Bilolycka,0
CLM-1706,93,500,Bilolycka,0
CLM-1707,290,33412,Oklart/Annat,0
CLM-1708,233,19852,Glasskada,0
CLM-1709,122,5928,Bilolycka,0
CLM-1710,131,14852,Inbrott,0
CLM-1711,152,589,Glasskada,0
CLM-1712,144,17364,Inbrott,0
CLM-1713,254,500,Vattenskada,0
CLM-1714,236,19736,Inbrott,0
CLM-1715,140,39206,Bilolycka,0
CLM-1716,0,17994,Inbrott,0
CLM-1717,128,14125,Vattenskada,0
CLM-1718,216,17647,Glasskada,0
CLM-1719,296,500,Vattenskada,0
CLM-1720,2,500,Oklart/Annat,1
CLM-1721,56,14913,Bilolycka,0
CLM-1722,208,34106,Bilolycka,0
CLM-1723,110,18757,Vattenskada,0
CLM-1724,251,21882,Vattenskada,0
CLM-1725,298,19170,Glasskada,0
CLM-1726,158,25744,Glasskada,0
CLM-1727,120,10403,Inbrott,0
CLM-1728,101,22790,Bilolycka,0
CLM-1729,325,3788,Oklart/Annat,0
CLM-1730,84,29163,Oklart/Annat,0
CLM-1731,222,19090,Inbrott,0
CLM-1732,203,12544,Glasskada,0
CLM-1733,85,24769,Glasskada,0
CLM-1734,245,500,Bilolycka,0
CLM-1735,240,6250,Vattenskada,0
CLM-1736,120,18982,Vattenskada,0
CLM-1737,267,17072,Inbrott,0
CLM-1738,275,33875,Bilolycka,0
CLM-1739,210,13273,Glasskada,0
CLM-1740,194,22315,inbrott,0
CLM-1741,221,8575,Vattenskada,0
CLM-1742,21,500,Glasskada,1
CLM-1743,88,16101,Bilolycka,0
CLM-1744,68,23033,Glasskada,0
CLM-1745,76,25627,Vattenskada,0
CLM-1746,48,27737,Vattenskada,0
CLM-1747,76,19635,Glasskada,0
CLM-1748,57,16003,bilolycka,0
CLM-1749,48,11499,Bilolycka,0
CLM-1750,220,21568,Vattenskada,0
CLM-1751,276,14993,Bilolycka,0
CLM-1752,198,4628,bilolycka,0
CLM-1753,339,17033,Vattenskada,0
CLM-1754,93,13283,Inbrott,0
CLM-1755,71,13218,Inbrott,0
CLM-1756,191,14759,Inbrott,0
CLM-1757,291,15535,Vattenskada,0
CLM-1758,248,5671,Vattenskada,0
CLM-1759,245,17887,Glasskada,0
CLM-1760,218,22347,Inbrott,0
CLM-1761,269,24858,Bilolycka,0
CLM-1762,153,34624,Bilolycka,0
CLM-1763,85,35978,Vattenskada,0
CLM-1764,16,15700,inbrott,0
CLM-1765,98,9511,Vattenskada,0
CLM-1766,212,32900,Vattenskada,0
CLM-1767,264,26320,Vattenskada,0
CLM-1768,55,21237,Glasskada,0
CLM-1769,97,14903,Inbrott,0
CLM-1770,311,500,Bilolycka,0
CLM-1771,222,26112,Vattenskada,0
CLM-1772,44,7944,Glasskada,0
CLM-1773,0,500,vattenskada,1
CLM-1774,113,15036,Bilolycka,0
CLM-1775,148,26413,Bilolycka,0
CLM-1776,144,500,Bilolycka,0
CLM-1777,135,9399,Vattenskada,0
CLM-1778,1,500,Bilolycka,1
CLM-1779,200,19790,Glasskada,0
CLM-1780,194,5295,Bilolycka,0
CLM-1781,0,23536,Oklart/Annat,0
CLM-1782,187,23572,Bilolycka,0
CLM-1783,110,18632,Glasskada,0
CLM-1784,295,22956,Bilolycka,0
CLM-1785,289,22283,Glasskada,0
CLM-1786,172,27458,Inbrott,0
CLM-1787,206,18586,Vattenskada,0
CLM-1788,164,5337,Bilolycka,0
CLM-1789,177,12509,Bilolycka,0
CLM-1790,125,2416,Glasskada,0
CLM-1791,85,20672,Glasskada,0
CLM-1792,21,26594,Vattenskada,0
CLM-1793,36,842,Bilolycka,0
CLM-1794,149,500,Inbrott,0
CLM-1795,162,500,Vattenskada,0
CLM-1796,14,11522,Glasskada,0
CLM-1797,172,32597,Glasskada,0
CLM-1798,184,9690,Vattenskada,0
CLM-1799,108,27439,Vattenskada,0
CLM-1800,312,26402,bilolycka,0
CLM-1801,176,25586,Bilolycka,0
CLM-1802,473,12653,Glasskada,0
CLM-1803,198,16523,Bilolycka,0
CLM-1804,101,20590,Bilolycka,0
CLM-1805,230,23011,Glasskada,0
CLM-1806,287,20159,Inbrott,0
CLM-1807,182,7658,Bilolycka,0
CLM-1808,129,31657,Bilolycka,0
CLM-1809,187,24407,Glasskada,0
CLM-1810,312,500,Glasskada,0
CLM-1811,196,4098,Inbrott,0
CLM-1812,218,17655,Vattenskada,0
CLM-1813,238,7686,Vattenskada,0
CLM-1814,359,20978,Glasskada,0
CLM-1815,128,17814,Glasskada,0
CLM-1816,102,2865,Glasskada,0
CLM-1817,345,18991,Vattenskada,0
CLM-1818,353,22206,Bilolycka,0
CLM-1819,115,7434,Bilolycka,0
CLM-1820,116,17308,Glasskada,0
CLM-1821,138,14106,Bilolycka,0
CLM-1822,242,19328,Inbrott,0
CLM-1823,437,28561,Glasskada,0
CLM-1824,197,38476,Glasskada,0
CLM-1825,166,28342,Vattenskada,0
CLM-1826,168,4249,Glasskada,0
CLM-1827,215,13480,Glasskada,0
CLM-1828,22,500,Inbrott,1
CLM-1829,116,28419,Glasskada,0
CLM-1830,85,7527,Inbrott,0
CLM-1831,333,26059,Glasskada,0
CLM-1832,123,23590,Bilolycka,0
CLM-1833,136,3247,Inbrott,0
CLM-1834,105,13471,Inbrott,0
CLM-1835,264,14132,Inbrott,0
CLM-1836,123,28320,Inbrott,0
CLM-1837,182,21447,Bilolycka,0
CLM-1838,115,26144,Glasskada,0
CLM-1839,21,36135,Vattenskada,1
CLM-1840,7,106602,Glasskada,1
CLM-1841,175,500,vattenskada,0
CLM-1842,128,12729,Inbrott,0
CLM-1843,257,4171,Inbrott,0
CLM-1844,222,9620,Oklart/Annat,0
CLM-1845,228,4670,Vattenskada,0
CLM-1846,5,72692,Bilolycka,1
CLM-1847,181,18716,Glasskada,0
CLM-1848,115,5617,Vattenskada,0
CLM-1849,252,16526,Bilolycka,0
CLM-1850,178,10202,Vattenskada,0
CLM-1851,318,500,Vattenskada,0
CLM-1852,86,2730,Inbrott,0
CLM-1853,237,500,Glasskada,0
CLM-1854,196,25774,inbrott,0
CLM-1855,198,12959,Vattenskada,0
CLM-1856,152,27281,Bilolycka,0
CLM-1857,275,34480,Bilolycka,0
CLM-1858,58,13495,Vattenskada,0
CLM-1859,162,28352,Bilolycka,0
CLM-1860,8,105787,vattenskada,1
CLM-1861,211,16631,Bilolycka,0
CLM-1862,286,6638,Glasskada,0
CLM-1863,132,3898,Bilolycka,0
CLM-1864,369,12532,Glasskada,0
CLM-1865,30,7722,Vattenskada,0
CLM-1866,99,9709,Glasskada,0
CLM-1867,98,3793,Vattenskada,0
CLM-1868,86,4592,Inbrott,0
CLM-1869,71,20070,Bilolycka,0
CLM-1870,239,27492,Inbrott,0
CLM-1871,165,6055,Inbrott,0
CLM-1872,116,34120,Inbrott,0
CLM-1873,213,31882,Glasskada,0
CLM-1874,34,30032,Inbrott,0
CLM-1875,134,15253,vattenskada,0
CLM-1876,208,12629,Bilolycka,0
CLM-1877,171,7916,Inbrott,0
CLM-1878,234,17810,Vattenskada,0
CLM-1879,104,6909,Bilolycka,0
CLM-1880,215,25748,Bilolycka,0
CLM-1881,197,22809,Vattenskada,0
CLM-1882,85,500,Bilolycka,0
CLM-1883,140,12556,Glasskada,0
CLM-1884,54,24113,Bilolycka,0
CLM-1885,205,500,Vattenskada,0
CLM-1886,146,15317,inbrott,0
CLM-1887,103,24541,Glasskada,0
CLM-1888,267,21543,Bilolycka,0
CLM-1889,187,9108,Glasskada,0
CLM-1890,248,500,Inbrott,0
CLM-1891,183,25673,Glasskada,0
CLM-1892,291,16140,Inbrott,0
CLM-1893,298,22605,Inbrott,0
CLM-1894,291,8820,Bilolycka,0
CLM-1895,175,35718,Vattenskada,0
CLM-1896,201,7608,Bilolycka,0
CLM-1897,227,20542,Bilolycka,0
CLM-1898,317,9517,Vattenskada,0
CLM-1899,133,5276,Bilolycka,0
CLM-1900,208,20915,Bilolycka,0
CLM-1901,100,13976,Inbrott,0
CLM-1902,235,14614,Bilolycka,0
CLM-1903,88,12985,Bilolycka,0
CLM-1904,0,16963,Vattenskada,0
CLM-1905,260,31563,Inbrott,0
CLM-1906,273,35831,Glasskada,0
CLM-1907,178,16319,Vattenskada,0
CLM-1908,16,500,Glasskada,1
CLM-1909,104,12389,Inbrott,0
CLM-1910,213,4650,Vattenskada,0
CLM-1911,82,10132,Inbrott,0
CLM-1912,1,500,Glasskada,1
CLM-1913,271,22416,Bilolycka,0
CLM-1914,58,500,Vattenskada,0
CLM-1915,71,16904,Glasskada,0
CLM-1916,169,500,Inbrott,0
CLM-1917,111,6024,Bilolycka,0
CLM-1918,215,23697,Vattenskada,0
CLM-1919,132,14915,Vattenskada,0
CLM-1920,160,15582,Vattenskada,0
CLM-1921,0,137426,Vattenskada,1
CLM-1922,127,13417,Glasskada,0
CLM-1923,268,31523,Bilolycka,0
CLM-1924,90,8811,Vattenskada,0
CLM-1925,364,17245,Inbrott,0
CLM-1926,132,17692,Vattenskada,0
CLM-1927,120,30484,glasskada,0
CLM-1928,145,13838,Glasskada,0
CLM-1929,202,16401,Vattenskada,0
CLM-1930,91,5103,Glasskada,0
CLM-1931,196,15927,Inbrott,0
CLM-1932,129,14334,Vattenskada,0
CLM-1933,125,4386,Vattenskada,0
CLM-1934,250,24075,Glasskada,0
CLM-1935,283,30280,Bilolycka,0
CLM-1936,162,19099,Glasskada,0
CLM-1937,178,22821,Bilolycka,0
CLM-1938,93,16872,Bilolycka,0
CLM-1939,196,13394,Glasskada,0
CLM-1940,195,26052,Bilolycka,0
CLM-1941,278,23343,Glasskada,0
CLM-1942,216,25933,Glasskada,0
CLM-1943,200,18141,Inbrott,0
CLM-1944,145,43128,Glasskada,0
CLM-1945,157,27142,Bilolycka,0
CLM-1946,151,7007,Bilolycka,0
CLM-1947,159,500,Glasskada,0
CLM-1948,215,10534,Glasskada,0
CLM-1949,177,35893,Bilolycka,0
CLM-1950,257,23027,Bilolycka,0
CLM-1951,281,8020,Inbrott,0
CLM-1952,263,9727,Vattenskada,0
CLM-1953,237,12766,Bilolycka,0
CLM-1954,192,17002,Vattenskada,0
CLM-1955,43,12322,Glasskada,0
CLM-1956,31,5922,Vattenskada,1
CLM-1957,68,17425,Bilolycka,0
CLM-1958,173,16356,Glasskada,0
CLM-1959,93,30504,Glasskada,0
CLM-1960,86,500,Bilolycka,0
CLM-1961,133,31494,Vattenskada,0
CLM-1962,116,16238,Inbrott,0
CLM-1963,0,28079,Inbrott,1
CLM-1964,286,1469,Bilolycka,0
CLM-1965,289,13921,Inbrott,0
CLM-1966,135,25387,Inbrott,0
CLM-1967,150,3733,Glasskada,0
CLM-1968,124,500,vattenskada,0
CLM-1969,264,17781,Glasskada,0
CLM-1970,167,23857,Inbrott,0
CLM-1971,197,15393,Bilolycka,0
CLM-1972,340,24224,Glasskada,0
CLM-1973,192,17151,Vattenskada,0
CLM-1974,309,19008,Oklart/Annat,0
CLM-1975,243,16738,Bilolycka,0
CLM-1976,262,10504,Vattenskada,0
CLM-1977,201,500,Inbrott,0
CLM-1978,172,31744,Vattenskada,0
CLM-1979,117,19490,Vattenskada,0
CLM-1980,109,22497,Glasskada,0
CLM-1981,259,500,Vattenskada,0
CLM-1982,205,10548,Vattenskada,0
CLM-1983,29,7503,Glasskada,0
CLM-1984,335,4700,Vattenskada,0
CLM-1985,97,20376,Bilolycka,0
CLM-1986,103,20816,Inbrott,0
CLM-1987,121,500,glasskada,0
CLM-1988,157,13411,Bilolycka,0
CLM-1989,299,24719,Glasskada,0
CLM-1990,383,11766,Oklart/Annat,0
CLM-1991,102,24829,Glasskada,0
CLM-1992,277,6230,Vattenskada,0
CLM-1993,105,16964,Vattenskada,0
CLM-1994,186,11855,Glasskada,0
CLM-1995,151,31000,Bilolycka,0
CLM-1996,60,3565,Bilolycka,0
CLM-1997,147,500,Inbrott,0
CLM-1998,210,10555,Bilolycka,0
CLM-1999,0,16035,Glasskada,0
CLM-2000,130,15031,Glasskada,0
CLM-2001,133,1899,Bilolycka,0
CLM-2002,171,23478,Vattenskada,0
CLM-2003,226,19787,Vattenskada,0
CLM-2004,220,24697,Vattenskada,0
CLM-2005,102,20940,Bilolycka,0
CLM-2006,152,20304,vattenskada,0
CLM-2007,149,24841,Vattenskada,0
CLM-2008,207,28964,Bilolycka,0
CLM-2009,168,24057,Bilolycka,0
CLM-2010,58,20571,Bilolycka,0
CLM-2011,249,500,Inbrott,0
CLM-2012,364,20751,Vattenskada,0
CLM-2013,114,11668,Vattenskada,0
CLM-2014,254,24762,Vattenskada,0
CLM-2015,351,500,Vattenskada,0
CLM-2016,188,6056,Bilolycka,0
CLM-2017,243,31835,Bilolycka,0
CLM-2018,312,11829,Glasskada,0
CLM-2019,243,19120,Glasskada,0
CLM-2020,280,14937,Vattenskada,0
CLM-2021,48,215536,Vattenskada,1
CLM-2022,115,13022,Glasskada,0
CLM-2023,241,11272,Inbrott,0
CLM-2024,144,3030,Bilolycka,0
CLM-2025,371,871,Inbrott,0
CLM-2026,257,28755,bilolycka,0
CLM-2027,245,500,Glasskada,0
CLM-2028,421,31413,Vattenskada,0
CLM-2029,0,19359,Bilolycka,0
CLM-2030,138,15573,Vattenskada,0
CLM-2031,198,12172,Vattenskada,0
CLM-2032,21,171999,Glasskada,1
CLM-2033,146,5537,Bilolycka,0
CLM-2034,209,500,Vattenskada,0
CLM-2035,148,25354,Bilolycka,0
CLM-2036,301,28819,Inbrott,0
CLM-2037,241,6665,Vattenskada,0
CLM-2038,183,7695,Bilolycka,0
CLM-2039,165,24363,Glasskada,0
CLM-2040,297,22598,Glasskada,0
CLM-2041,0,21010,Vattenskada,0
CLM-2042,303,4768,Vattenskada,0
CLM-2043,119,31094,Inbrott,0
CLM-2044,240,17028,Vattenskada,0
CLM-2045,188,12924,vattenskada,0
CLM-2046,232,24327,Vattenskada,0
CLM-2047,99,33914,Vattenskada,0
CLM-2048,180,5313,Oklart/Annat,0
CLM-2049,278,14956,Vattenskada,0
CLM-2050,270,14807,Inbrott,0
CLM-2051,258,24977,Glasskada,0
CLM-2052,168,13101,Inbrott,0
CLM-2053,170,26438,Glasskada,0
CLM-2054,0,5509,Oklart/Annat,0
CLM-2055,72,12397,Bilolycka,0
CLM-2056,120,4268,Glasskada,0
CLM-2057,124,26794,Glasskada,0
CLM-2058,59,81897,Inbrott,1
CLM-2059,204,28469,Glasskada,0
CLM-2060,265,6899,Glasskada,0
CLM-2061,261,10597,Vattenskada,0
CLM-2062,244,14911,Bilolycka,0
CLM-2063,261,25967,Inbrott,0
CLM-2064,127,9220,Bilolycka,0
CLM-2065,196,10343,Vattenskada,0
CLM-2066,48,500,Bilolycka,1
CLM-2067,89,14609,Vattenskada,0
CLM-2068,218,7145,Inbrott,0
CLM-2069,30,23551,Oklart/Annat,0
CLM-2070,181,16836,Bilolycka,0
CLM-2071,285,1324,Vattenskada,0
CLM-2072,163,500,Glasskada,0
CLM-2073,69,8445,Glasskada,0
CLM-2074,131,24265,Bilolycka,0
CLM-2075,136,9806,Bilolycka,0
CLM-2076,220,20722,Inbrott,0
CLM-2077,172,21658,Vattenskada,0
CLM-2078,218,6991,Inbrott,0
CLM-2079,0,16411,inbrott,0
CLM-2080,218,27974,Inbrott,0
CLM-2081,252,8422,Bilolycka,0
CLM-2082,131,26501,Glasskada,0
CLM-2083,194,16700,Vattenskada,0
CLM-2084,30,10280,Bilolycka,0
CLM-2085,151,18098,Bilolycka,0
CLM-2086,172,16438,Vattenskada,0
CLM-2087,56,22902,Inbrott,0
CLM-2088,149,7267,Vattenskada,0
CLM-2089,183,36532,Bilolycka,0
CLM-2090,210,23794,Inbrott,0
CLM-2091,244,17967,Inbrott,0
CLM-2092,268,23178,Vattenskada,0
CLM-2093,283,15566,Bilolycka,0
CLM-2094,337,9373,Vattenskada,0
CLM-2095,252,529,Inbrott,0
CLM-2096,176,16495,Bilolycka,0
CLM-2097,191,4582,Glasskada,0
CLM-2098,310,22002,Inbrott,0
CLM-2099,139,1715,Vattenskada,0
CLM-2100,169,1516,Glasskada,0
CLM-2101,30,7946,Inbrott,0
CLM-2102,199,4222,Bilolycka,0
CLM-2103,29,500,Bilolycka,1
CLM-2104,248,18192,Bilolycka,0
CLM-2105,119,14536,Bilolycka,0
CLM-2106,158,24484,Glasskada,0
CLM-2107,316,4055,Bilolycka,0
CLM-2108,10,114147,Vattenskada,1
CLM-2109,169,13082,Bilolycka,0
CLM-2110,162,8729,Vattenskada,0
CLM-2111,217,12099,Bilolycka,0
CLM-2112,154,15794,Inbrott,0
CLM-2113,173,22917,Vattenskada,0
CLM-2114,304,22879,Glasskada,0
CLM-2115,294,22705,Glasskada,0
CLM-2116,283,13384,Bilolycka,0
CLM-2117,321,18801,vattenskada,0
CLM-2118,143,9057,Glasskada,0
CLM-2119,244,14051,Inbrott,0
CLM-2120,189,1170,Glasskada,0
CLM-2121,320,15669,Bilolycka,0
CLM-2122,324,19712,Vattenskada,0
CLM-2123,36,111001,Inbrott,1
CLM-2124,142,4251,Inbrott,0
CLM-2125,252,19921,Glasskada,0
CLM-2126,125,13176,Vattenskada,0
CLM-2127,280,13722,Bilolycka,0
CLM-2128,139,500,Inbrott,0
CLM-2129,144,27156,Bilolycka,0
CLM-2130,227,500,Bilolycka,0
CLM-2131,290,500,vattenskada,0
CLM-2132,153,10371,Oklart/Annat,0
CLM-2133,224,1140,Glasskada,0
CLM-2134,139,34445,Inbrott,0
CLM-2135,109,21608,Glasskada,0
CLM-2136,275,5603,Bilolycka,0
CLM-2137,105,12635,Inbrott,0
CLM-2138,116,32916,glasskada,0
CLM-2139,291,10393,Inbrott,0
CLM-2140,181,24778,Bilolycka,0
CLM-2141,201,18390,Glasskada,0
CLM-2142,173,12953,Glasskada,0
CLM-2143,25,500,Inbrott,1
CLM-2144,312,10250,Inbrott,0
CLM-2145,0,47195,Vattenskada,1
CLM-2146,260,28805,Vattenskada,0
CLM-2147,255,20747,Glasskada,0
CLM-2148,118,14012,Inbrott,0
CLM-2149,38,12407,Bilolycka,0
CLM-2150,15,500,Inbrott,1
CLM-2151,100,26388,Vattenskada,0
CLM-2152,152,5579,Inbrott,0
CLM-2153,143,26059,Vattenskada,0
CLM-2154,97,18019,Bilolycka,0
CLM-2155,209,31311,Inbrott,0
CLM-2156,0,2362,Bilolycka,1
CLM-2157,132,18036,Bilolycka,0
CLM-2158,20,24586,Bilolycka,0
CLM-2159,236,14089,Vattenskada,0
CLM-2160,143,12796,Inbrott,0
CLM-2161,221,500,Inbrott,0
CLM-2162,54,13151,Glasskada,0
CLM-2163,166,3468,Glasskada,0
CLM-2164,287,33487,Glasskada,0
CLM-2165,206,20200,Bilolycka,0
CLM-2166,249,9045,Inbrott,0
CLM-2167,119,500,Vattenskada,0
CLM-2168,114,2788,Inbrott,0
CLM-2169,107,22629,Vattenskada,0
CLM-2170,168,13752,Vattenskada,0
CLM-2171,74,21778,Vattenskada,0
CLM-2172,115,6486,Vattenskada,0
CLM-2173,320,16495,Inbrott,0
CLM-2174,112,5289,Bilolycka,0
CLM-2175,178,14628,Vattenskada,0
CLM-2176,281,6951,Glasskada,0
CLM-2177,136,10856,Vattenskada,0
CLM-2178,79,20664,Glasskada,0
CLM-2179,184,31919,Inbrott,0
CLM-2180,393,21910,Inbrott,0
CLM-2181,236,500,Vattenskada,0
CLM-2182,269,23823,Glasskada,0
CLM-2183,183,6839,Inbrott,0
CLM-2184,103,500,Vattenskada,0
CLM-2185,253,29354,Vattenskada,0
CLM-2186,198,33795,Inbrott,0
CLM-2187,234,16933,Inbrott,0
CLM-2188,253,500,Inbrott,0
CLM-2189,198,500,Bilolycka,0
CLM-2190,169,10815,Glasskada,0
CLM-2191,98,9137,Vattenskada,0
CLM-2192,230,6202,Glasskada,0
CLM-2193,97,19786,Vattenskada,0
CLM-2194,129,26074,Vattenskada,0
CLM-2195,220,20369,Inbrott,0
CLM-2196,123,12794,Glasskada,0
CLM-2197,80,10010,Bilolycka,0
CLM-2198,262,21988,Vattenskada,0
CLM-2199,156,28817,Inbrott,0
CLM-2200,124,4362,Inbrott,0
CLM-2201,111,31445,Inbrott,0
CLM-2202,159,45536,Glasskada,0
CLM-2203,227,7578,Bilolycka,0
CLM-2204,168,25508,Vattenskada,0
CLM-2205,225,22150,Inbrott,0
CLM-2206,74,11236,Inbrott,0
CLM-2207,245,21466,Vattenskada,0
CLM-2208,248,16879,Glasskada,0
CLM-2209,167,27542,Bilolycka,0
CLM-2210,25,20080,Vattenskada,0
CLM-2211,42,2842,Bilolycka,0
CLM-2212,203,7184,Bilolycka,0
CLM-2213,161,4797,Glasskada,0
CLM-2214,235,14070,bilolycka,0
CLM-2215,102,6012,Vattenskada,0
CLM-2216,0,21675,Vattenskada,0
CLM-2217,135,28632,Glasskada,0
CLM-2218,119,16908,Vattenskada,0
CLM-2219,126,11540,Inbrott,0
CLM-2220,152,19516,bilolycka,0
CLM-2221,0,20930,Bilolycka,0
CLM-2222,258,889,Bilolycka,0
CLM-2223,67,21118,Vattenskada,0
CLM-2224,118,8971,Vattenskada,0
CLM-2225,169,24104,Inbrott,0
CLM-2226,269,500,Vattenskada,0
CLM-2227,401,5761,Vattenskada,0
CLM-2228,236,6987,Vattenskada,0
CLM-2229,210,20317,Glasskada,0
CLM-2230,147,16329,Inbrott,0
CLM-2231,282,8828,Vattenskada,0
CLM-2232,109,500,Vattenskada,0
CLM-2233,223,14190,Bilolycka,0
CLM-2234,370,13705,Glasskada,0
CLM-2235,0,500,Inbrott,1
CLM-2236,56,9063,Inbrott,0
CLM-2237,163,29735,Vattenskada,0
CLM-2238,257,500,Inbrott,0
CLM-2239,136,8914,Glasskada,0
CLM-2240,0,3558,Vattenskada,0
CLM-2241,0,18019,glasskada,0
CLM-2242,152,20556,Bilolycka,0
CLM-2243,143,6450,Bilolycka,0
CLM-2244,131,9347,Glasskada,0
CLM-2245,130,500,Inbrott,0
CLM-2246,187,13171,Bilolycka,0
CLM-2247,135,11105,Vattenskada,0
CLM-2248,244,37060,Inbrott,0
CLM-2249,239,21643,Bilolycka,0
CLM-2250,403,44690,Vattenskada,0
CLM-2251,209,21614,Glasskada,0
CLM-2252,349,23967,Inbrott,0
CLM-2253,93,15985,Bilolycka,0
CLM-2254,176,500,Glasskada,0
CLM-2255,281,12821,Oklart/Annat,0
CLM-2256,44,500,Vattenskada,0
CLM-2257,0,12562,Inbrott,0
CLM-2258,172,14210,Vattenskada,0
CLM-2259,116,26419,Bilolycka,0
CLM-2260,176,20717,Glasskada,0
CLM-2261,211,28046,Bilolycka,0
CLM-2262,28,18383,Inbrott,0
CLM-2263,124,13474,Bilolycka,0
CLM-2264,0,500,Glasskada,0
CLM-2265,275,19646,glasskada,0
CLM-2266,227,10201,Inbrott,0
CLM-2267,351,7327,Inbrott,0
CLM-2268,159,12748,Bilolycka,0
CLM-2269,109,23570,Vattenskada,0
CLM-2270,325,3652,Vattenskada,0
CLM-2271,125,14317,Bilolycka,0
CLM-2272,257,15075,Vattenskada,0
CLM-2273,198,17256,Bilolycka,0
CLM-2274,276,22170,Vattenskada,0
CLM-2275,135,5571,Bilolycka,0
CLM-2276,207,500,Inbrott,0
CLM-2277,312,14761,Vattenskada,0
CLM-2278,277,36503,Glasskada,0
CLM-2279,121,10769,Bilolycka,0
CLM-2280,0,9001,Bilolycka,0
CLM-2281,199,1946,Glasskada,0
CLM-2282,193,13017,Inbrott,0
CLM-2283,19,30329,Inbrott,0
CLM-2284,288,7833,Bilolycka,0
CLM-2285,138,11125,Glasskada,0
CLM-2286,245,19791,Inbrott,0
CLM-2287,42,21897,Vattenskada,0
CLM-2288,227,6694,Oklart/Annat,0
CLM-2289,338,38851,Inbrott,0
CLM-2290,152,34642,Vattenskada,0
CLM-2291,111,3764,Inbrott,0
CLM-2292,228,18428,Bilolycka,0
CLM-2293,190,26861,Vattenskada,0
CLM-2294,309,38296,Glasskada,0
CLM-2295,209,16974,Inbrott,0
CLM-2296,184,17528,Oklart/Annat,0
CLM-2297,55,15925,Inbrott,0
CLM-2298,132,17500,Inbrott,0
CLM-2299,243,26967,Bilolycka,0
CLM-2300,178,20785,bilolycka,0
CLM-2301,118,20950,Inbrott,0
CLM-2302,172,11953,Glasskada,0
CLM-2303,210,24291,Bilolycka,0
CLM-2304,206,20274,Glasskada,0
CLM-2305,166,10460,Bilolycka,0
CLM-2306,286,17137,Glasskada,0
CLM-2307,45,7850,Glasskada,0
CLM-2308,292,26693,glasskada,0
CLM-2309,24,4363,Glasskada,0
CLM-2310,188,4995,Glasskada,0
CLM-2311,266,19410,Glasskada,0
CLM-2312,35,59093,Inbrott,1
CLM-2313,316,3044,Glasskada,0
CLM-2314,169,31856,Bilolycka,0
CLM-2315,123,12649,Glasskada,0
CLM-2316,185,18693,Vattenskada,0
CLM-2317,197,9822,Vattenskada,0
CLM-2318,226,12965,Bilolycka,0
CLM-2319,131,18035,Bilolycka,0
CLM-2320,132,500,Glasskada,0
CLM-2321,45,500,Inbrott,0
CLM-2322,311,28936,Glasskada,0
CLM-2323,184,3122,glasskada,0
CLM-2324,221,23150,bilolycka,0
CLM-2325,82,14698,Bilolycka,0
CLM-2326,53,9389,Vattenskada,0
CLM-2327,281,729,Glasskada,0
CLM-2328,0,15735,Inbrott,0
CLM-2329,106,11288,Bilolycka,0
CLM-2330,197,2697,Inbrott,0
CLM-2331,242,29851,Vattenskada,0
CLM-2332,209,17272,Bilolycka,0
CLM-2333,284,20294,Glasskada,0
CLM-2334,197,13394,Inbrott,0
CLM-2335,256,23216,Glasskada,0
CLM-2336,254,500,Glasskada,0
CLM-2337,69,13431,Bilolycka,0
CLM-2338,269,9454,Vattenskada,0
CLM-2339,137,23721,Vattenskada,0
CLM-2340,228,10486,Vattenskada,0
CLM-2341,282,11899,Vattenskada,0
CLM-2342,94,24613,vattenskada,0
CLM-2343,245,9934,Inbrott,0
CLM-2344,146,23733,Vattenskada,0
CLM-2345,116,32651,Bilolycka,0
CLM-2346,227,4040,Glasskada,0
CLM-2347,273,29298,Glasskada,0
CLM-2348,132,11920,Vattenskada,0
CLM-2349,221,19143,Inbrott,0
CLM-2350,3,18656,Vattenskada,0
CLM-2351,155,16857,Bilolycka,0
CLM-2352,23,20177,Vattenskada,0
CLM-2353,155,16651,Bilolycka,0
CLM-2354,6,59675,Glasskada,1
CLM-2355,315,26259,Vattenskada,0
CLM-2356,264,15867,Vattenskada,0
CLM-2357,150,13173,Inbrott,0
CLM-2358,166,6065,Inbrott,0
CLM-2359,250,15781,Glasskada,0
CLM-2360,144,15387,Glasskada,0
CLM-2361,242,27692,Glasskada,0
CLM-2362,100,22905,Glasskada,0
CLM-2363,174,17200,Inbrott,0
CLM-2364,188,6268,Glasskada,0
